-2.185049,0.184297,-0.446679,-1.915445,-0.575916,1.237444,0.321556,-1.064435,-0.147932,0.695842,-0.271928,0.880618,-1.019065,-0.760313,1.438129,-0.142415,0.605620,-0.543605,0.815439,-0.460989,0.735520,2.788273,-0.488476,0.283066,0.289684,1.819235,-0.915386,0.455788,-1.254456,-1.264439
0.326265,0.693428,-0.194551,-0.119641,-0.175928,1.832132,-2.178465,0.480539,0.281932,-0.152553,1.460995,-1.639117,1.959431,0.402468,2.037448,-0.821557,0.299818,1.053618,-1.217284,-0.237170,-0.607624,1.258062,0.656231,1.148266,0.387469,0.850426,1.692028,1.955165,-0.741048,-0.898344
-0.604165,0.781991,-2.650105,-0.494736,-0.301657,0.279904,-0.397687,0.085030,-0.374926,0.049572,0.082372,-1.057260,0.336245,-0.232321,-1.362280,-0.570064,0.123279,-0.058053,0.824517,0.481898,-0.741601,2.222619,1.099007,0.837378,0.517502,-0.569400,0.773241,0.001743,-1.469256,-1.224666
-2.314632,0.288368,0.190215,0.863364,-0.415664,1.244569,0.985607,0.286889,0.010374,-0.103306,0.022816,-0.141621,0.922883,1.027518,-1.048558,-0.015328,-0.156686,-1.141118,1.233622,1.901061,1.264401,1.411965,0.737685,-1.929863,0.113496,0.427938,-2.245666,1.171204,0.688788,0.936770
-1.433968,-0.422508,1.057098,-0.463450,0.571832,-0.759191,-1.529309,0.410090,-0.222661,0.712165,-1.795049,0.015442,-0.024706,0.213663,-1.017482,0.922981,0.546044,0.322439,-1.866702,-0.228395,0.181786,-0.215340,0.125476,0.629956,-1.075323,1.237635,-0.665814,-1.245393,-1.562429,1.924946
-0.662097,0.688938,-1.456531,0.052915,-1.333028,0.497859,0.074109,0.667160,-0.776678,-0.000154,-0.654694,-0.557632,-0.647520,0.282189,1.821940,1.261019,-0.334462,0.898527,-0.777302,-0.541851,-0.589451,1.270535,0.948659,-0.584693,1.574768,-0.103431,0.131915,-0.075609,0.285631,0.318602
-0.552507,0.346343,0.227535,1.123145,1.029145,-1.367883,-1.748546,0.461685,1.677651,-0.212448,0.484684,-1.120345,-0.979051,0.423365,-0.847134,0.622240,-0.606894,-0.938812,-2.414969,1.273022,1.199657,-0.493440,-1.720661,-0.045484,0.795591,-1.220156,-1.152476,-1.324577,-0.382062,-1.118975
-1.114589,1.854085,0.770951,0.228473,-0.260629,-1.440852,1.778966,-0.100271,-0.780075,-0.935738,2.225884,2.151070,1.262930,-1.070323,-0.521208,0.500222,0.403957,0.795879,1.393216,0.896366,0.602338,1.831130,1.732768,-0.947360,2.448714,0.180474,-0.449538,-0.932124,0.360215,-0.447044
-0.470297,-0.486284,-1.097950,1.124993,-1.333730,-0.595290,-2.338716,0.416593,0.078964,-1.426420,-0.345822,2.043969,2.938551,-0.138275,-0.976269,-0.264845,0.472617,0.115940,-1.529893,-0.642669,-2.216149,0.509098,-0.357742,-0.918442,-0.400408,-0.836510,0.350857,-0.945535,-0.058957,-0.193007
-1.675188,-0.720990,0.351884,-0.623905,-0.977487,-0.901026,-0.986951,0.464496,1.612918,1.130554,-0.342020,-1.162911,-2.079069,-0.251377,-0.710344,0.408286,-1.383131,1.144922,1.328517,0.545337,0.999732,1.158503,1.664621,-1.232014,-1.541802,0.711713,-0.059496,0.066063,0.773598,1.873553
0.803348,-0.795762,-0.420576,0.978576,-1.061501,-1.096853,-0.254607,0.694696,0.160713,1.629035,-1.807976,-0.573412,0.242003,0.504839,1.408610,1.103737,-0.490604,0.282563,-0.233677,-1.178159,-0.729369,-1.930156,0.084119,-0.538819,-1.744829,2.487083,-0.639294,1.499776,0.405132,-0.004535
-0.980761,0.137152,-0.512165,0.560569,0.039308,-1.375029,0.687418,-0.359061,-1.090363,0.335460,0.729582,-0.477541,-1.088862,-0.730185,-1.260458,0.662898,0.237650,0.121305,0.006093,-0.497368,0.166443,1.894353,-0.132613,-0.433020,1.373528,-0.084061,0.450933,-0.954778,-0.321847,1.292966
-1.253065,0.781859,-2.028975,-0.369049,2.465450,0.740309,0.354844,0.467497,0.854910,0.691688,0.118883,-0.607377,0.375869,-1.536654,1.738886,-0.031232,0.513347,-1.814116,-0.438489,-1.569149,-0.987889,1.118393,0.670694,2.314153,-0.383307,0.133647,-1.516050,-0.797032,-1.275123,-0.629744
-1.456331,-0.772859,2.020690,-0.735781,-0.444998,0.162775,-1.548615,-0.812740,-0.214548,-1.245048,2.023016,-1.526085,-0.368046,-2.576269,0.267939,0.875019,-1.521025,2.009290,-0.791405,0.711061,-0.352794,1.670190,-0.353539,-0.389220,-0.076029,-0.504923,-0.268098,0.483053,1.427261,-0.512496
0.650903,-0.971250,-0.967666,0.612963,-1.803299,0.903868,0.040809,0.004773,1.530688,-0.390342,-0.508108,0.758206,1.353274,-1.244754,1.059410,1.902296,-0.551089,-0.384888,-1.260118,0.785821,-1.164529,1.724038,1.189724,1.755621,-0.499954,-0.942598,0.097660,1.122105,-0.594842,-0.324929
-0.197511,-0.065135,-0.945724,-0.567413,0.882537,0.737848,0.404541,1.486483,0.817561,-1.342156,-0.148007,-1.119746,1.268502,0.263071,-1.452944,1.505904,-1.211839,0.845863,0.112284,1.159554,-0.094739,-1.585871,-1.349443,-0.091770,-0.095323,0.833084,0.351937,-2.103867,-0.359678,-0.171480
0.889130,0.630258,0.181717,0.232929,-0.363890,-0.131756,0.431541,0.091276,-0.218191,-2.086573,0.504375,0.292906,-0.661157,0.272907,0.678407,1.924903,1.070142,-1.156244,0.420797,-0.197962,-0.028322,1.627075,0.247218,0.559410,1.593801,-2.136366,0.845149,0.246235,0.977639,0.046563
-3.056177,-0.939386,0.115576,-0.780907,0.761102,1.056686,0.594962,-0.465431,0.130620,1.093618,0.601473,-0.450315,-0.605970,0.200437,-0.267233,0.902419,0.374066,0.931742,-0.698300,-0.596214,-0.158458,0.010697,2.904140,-0.093261,-2.090384,0.882662,0.226767,1.001292,0.001831,-1.403733
-0.516058,0.199206,-0.591769,-1.580144,1.261505,0.640404,-0.459753,0.472013,-1.097132,0.528386,-0.121088,1.142260,-2.203218,-0.730390,-0.608761,-0.132576,-0.819384,0.006609,0.430298,0.742295,1.767470,0.072428,0.641977,0.909168,-1.489600,-0.092218,-0.029888,-0.630931,-0.730846,0.524851
-1.331615,1.005896,0.309071,-0.557644,-0.737035,-1.925412,0.801182,0.078668,-0.134240,0.627967,0.340541,0.583129,2.450372,1.523782,-0.532945,0.262099,-0.459696,-2.045547,0.362717,-1.223177,-0.148642,-2.933943,0.434009,1.759750,1.285057,0.503361,-1.318678,-1.383998,-1.421912,0.178755
0.018627,1.035254,1.673349,0.460936,0.617712,-0.383638,1.223997,1.919260,-0.173567,0.183713,2.208043,-0.930367,0.413627,-3.091742,0.230650,-0.597943,-1.622579,0.453238,-0.573949,0.311267,-0.145658,1.585359,1.956224,1.901767,-0.888349,-0.428771,-0.241750,-0.324620,-0.617671,-0.706581
-1.015111,-0.676877,0.158516,-1.736976,-0.418128,-0.704421,0.989041,0.959714,-1.179435,0.951784,-0.437557,-0.711654,-0.968102,-1.432402,-0.696635,0.113176,-0.126744,0.068901,-0.768862,-0.264608,-0.318532,0.667390,-1.465970,-0.233248,-1.635691,0.059129,-0.564552,1.002095,0.344747,-0.854301
-1.082409,-2.047423,0.848526,1.233050,0.617546,-0.370364,0.588813,-0.501410,0.217386,0.179101,0.190640,-0.917327,-0.894471,-0.423310,-0.212987,-0.353040,-1.311410,0.394898,1.571736,0.171209,1.657589,-3.710868,-3.477400,0.892758,-0.794540,1.929121,0.067921,0.138374,-0.808597,-0.246509
