-3.072653,1.183167,-0.924553,1.408042,0.920771,4.110344,0.058591,4.770378,-1.405010,1.966871,3.117263,-0.026798,-0.921729,2.361984,0.809074,4.885404,1.024362,-0.814609,0.289951,-2.629694
0.581865,2.444137,0.291127,3.967333,-4.050151,3.544729,-5.292037,0.927525,2.280767,-0.391228,4.658395,3.099333,-1.394049,2.830951,0.679570,2.176148,-2.120163,-0.661043,-0.383834,-3.267240
-7.313453,-1.426744,1.688701,-2.343515,-4.380756,-5.689871,-4.798042,-1.990409,0.499148,5.522478,-0.103026,1.945580,0.527736,3.948302,-0.990008,4.001176,5.053116,1.834564,0.576341,7.316736
-1.935792,0.245035,-0.299013,1.487335,-0.620933,2.100777,-0.004490,-2.215160,-4.349051,-0.610221,-0.828597,1.139129,0.789463,-1.675700,-1.087342,-0.698641,4.767509,1.926363,1.322781,-1.305215
0.525196,-0.087248,-1.162632,4.393872,4.022709,-4.688046,0.450541,-1.114573,3.002098,0.708112,-0.436630,-1.771508,0.063490,0.648045,0.010427,3.102793,-4.863843,-0.799707,-1.179897,-1.258688
1.395818,0.072585,-1.566808,2.374660,0.712071,0.873736,2.138797,-2.989394,-4.797138,0.611886,3.522565,1.004246,1.814487,-3.462719,-0.680943,-1.641870,6.416248,-0.569697,2.990420,-0.612781
-1.419462,1.873309,-1.065702,-0.550403,0.815860,1.656898,1.713730,1.148139,3.015359,-3.189133,0.427467,2.829125,0.085382,-3.804499,-0.516836,0.061319,3.505179,1.109459,-1.152807,0.683929
-4.409043,0.745265,-0.373354,0.498295,1.385687,1.863477,-2.033636,1.427137,0.290080,2.549269,-4.036909,-2.314542,0.584224,-3.299856,-0.486139,1.434675,6.145861,-0.393349,-1.619372,-2.178892
1.747138,0.810703,-1.556299,1.338788,3.034005,1.920210,1.860770,-2.031727,-6.758979,-1.562647,-1.574123,1.147099,-2.046973,-4.954639,-0.450663,-1.675870,4.202179,-2.236523,3.999459,-0.309101
0.361649,0.786148,0.845084,-0.683709,2.381859,1.667499,-3.491891,-2.156797,0.872129,0.217780,-1.255047,0.594856,-0.432913,-0.383722,0.440871,2.950687,4.286496,0.295167,-3.048568,-3.038193
-2.619896,0.650546,-1.156009,-2.686512,-1.889313,-3.594559,-0.701049,-1.070896,0.197698,-0.016099,-2.193958,-1.495912,0.245660,1.473978,0.163056,-0.183137,0.474061,0.165154,1.792840,0.055982
-4.687246,0.253301,0.573580,0.221533,-1.237289,0.752628,0.322401,-1.474930,0.415577,2.158253,-3.274616,-1.043298,0.207192,-4.497632,1.816776,2.434106,6.406317,-1.542361,-1.869795,0.683306
-4.594483,-0.214079,0.228130,-3.905172,-4.676020,-3.627089,-2.347314,-0.691978,-1.318121,4.247532,-0.251723,-0.332475,0.978572,-0.643394,0.089505,-3.689055,1.469327,-1.289212,1.285339,-2.262523
-4.007848,-2.119953,-1.127090,0.860302,-3.159046,-2.151119,-0.492708,1.282837,-1.873794,-1.032374,-3.936743,-1.958328,-0.412210,3.009585,-1.380506,-1.893980,1.471950,-0.024006,2.445097,0.097353
0.547858,-1.234151,-0.386731,5.423847,0.151120,1.667331,-0.254029,-1.942290,2.178643,3.969648,0.505259,-0.385279,1.348684,-0.887852,0.624083,0.874663,-1.285647,0.883370,2.353997,0.004645
0.063191,-1.594212,-1.360634,0.727970,3.434613,1.944128,0.741195,0.875731,1.274936,0.613941,-0.593135,-1.260840,-1.872194,-1.914646,0.335772,1.325376,2.337342,0.933495,-0.518661,0.274062
5.195306,-1.842877,-0.116556,-3.906740,1.981783,-0.228000,2.343141,0.738063,-0.783540,-2.584510,-1.554115,0.337514,1.401340,1.228508,-0.235519,-1.792197,-1.184310,-0.070431,-2.025265,4.989173
1.789114,1.394502,-0.719482,-1.261397,3.180297,-2.311159,0.538673,-0.255916,-3.667670,-3.716106,-4.445260,1.161825,-0.160399,1.006731,-0.809243,2.004553,3.378081,-0.057435,0.097515,5.004989
5.332744,-0.038106,0.537001,-2.926329,7.784025,0.105421,-2.061381,2.146256,2.823875,-7.126100,-2.899954,2.257452,-0.094724,6.771313,1.132211,0.525189,-0.309617,1.759713,-6.081393,1.672293
1.281083,-1.628733,0.402030,-2.806059,2.694164,-1.906480,5.756099,4.667225,2.385811,-0.582775,1.502386,1.860819,-0.590909,0.309505,0.626117,5.230318,0.913507,-1.333794,0.832993,2.055811
1.595216,0.212250,0.168630,-1.767811,2.227858,-1.647216,2.493655,1.624269,1.423158,3.234831,-1.246752,3.654968,-0.447201,0.946624,-0.513141,3.284609,-1.443737,-0.692808,0.534301,-1.717634
-0.465495,1.428135,0.178042,-4.988629,-0.475692,0.772147,2.248975,2.878884,-0.533335,-1.930052,-0.899574,-4.304581,0.447423,-1.046324,1.833581,-1.167626,1.995373,0.367282,-1.933930,1.530971
-0.088014,0.145969,0.808630,-2.044149,0.444912,-2.327976,-2.930531,5.551459,-0.308752,2.174663,-0.077520,0.014076,0.221897,-1.245884,-0.326650,-1.128394,-3.369586,-1.674807,-2.210087,-2.457012
-3.766278,0.252852,-1.579823,-2.172420,1.331742,-1.469275,-3.679790,-1.696324,3.397641,2.754424,-0.874029,-3.452072,0.663260,-2.741321,0.496125,0.213847,3.078600,0.377196,-1.095554,-0.725931
-0.019147,-1.040745,-0.272915,-1.918608,2.668746,1.784409,3.969806,4.223122,4.725854,-2.774548,-1.403664,-0.470559,0.188307,0.843224,-0.368626,4.968798,-1.665019,2.471169,2.525860,-4.777684
2.494745,-0.618243,-0.822416,2.749268,3.616159,-0.061303,0.436947,-2.566066,2.106090,2.180852,3.045109,1.594787,-0.047659,0.886617,-0.051381,-0.304224,-1.318232,0.413523,-1.746664,1.144655
-5.376279,-0.925918,-0.539970,-2.263196,-6.004608,-4.840026,-5.297703,-1.229002,-3.383653,3.053927,0.078391,0.058890,0.122873,1.905252,-2.018420,-0.046240,-0.118401,-2.296581,1.806616,0.794520
1.198178,-1.119152,0.422599,-0.870622,-0.827722,1.721130,0.577305,3.786996,-1.956017,-3.760729,-1.651485,-0.713331,1.638965,-2.622507,1.534989,3.302837,-0.092350,2.772660,0.213422,-7.108632
5.262172,1.720356,-0.111662,1.914896,1.225968,0.345626,-1.239746,-1.690539,-0.276834,-1.039543,-1.143511,-0.952335,-0.965391,-0.258393,1.227000,3.343714,2.518460,0.693986,0.370746,4.051933
-0.266184,0.036938,1.843290,-0.808414,1.410959,5.133499,1.816878,4.051769,-2.362100,1.379986,1.645361,2.023845,0.446974,2.414523,-0.632575,2.572681,3.800676,0.564704,0.288499,-1.283996
-1.503517,-0.508702,-0.378115,-2.554978,-0.696730,-0.456194,-2.050883,0.862081,0.587151,2.354452,-3.622060,-1.044256,-1.084548,-3.556401,-0.114431,4.097426,2.625624,0.259120,-4.074615,-2.107821
1.710442,-0.555981,1.638997,3.776837,2.286283,4.280921,3.111613,-0.444250,1.074331,-0.183713,0.038012,3.571342,0.185466,2.826092,-1.508650,-2.679290,-3.422395,0.429846,1.696470,1.976235
